person_age,person_gender,person_income,person_emp_exp,person_home_1ership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,class
25,0,62682,0,0,1325,14.79,0.02,3,669,1,0
21,1,28729,0,0,1350,9.99,0.05,2,641,1,0
25,0,51083,3,0,1350,5.42,0.03,2,591,1,0
22,1,84683,1,0,1350,12.68,0.02,3,583,1,0
24,1,12965,2,0,1400,10.83,0.11,4,655,0,0
22,0,33824,0,2,3725,12.69,0.11,2,660,0,0
23,1,18776,3,0,1400,15.62,0.07,3,558,0,1
23,0,33656,4,2,1925,11.01,0.06,3,631,1,0
24,1,33571,0,2,8000,7.29,0.24,3,620,1,0
24,1,34170,1,2,5175,10.99,0.15,4,642,1,0
25,0,34055,5,2,9000,7.49,0.26,4,586,1,0
24,1,36860,0,0,1400,15.62,0.04,4,635,0,1
25,0,37436,0,0,1400,13.11,0.04,2,552,1,0
23,1,34205,0,2,6300,11.01,0.18,3,632,1,0
22,0,40329,0,0,1400,14.27,0.03,4,682,1,0
26,1,49154,2,0,1400,7.74,0.03,3,686,1,0
26,0,49040,4,0,1400,11.86,0.03,4,611,1,0
21,1,34395,0,3,3500,14.42,0.1,4,621,0,1
26,1,43739,2,0,1400,11.49,0.03,4,650,0,1
26,0,54804,3,0,1400,10.59,0.03,4,704,0,0
24,1,34086,1,2,2000,14.27,0.06,2,622,1,0
26,1,34101,6,1,2500,11.71,0.07,3,629,1,0
24,1,34132,6,1,7000,7.9,0.21,4,525,0,0
23,0,51658,0,0,1400,10,0.03,4,614,0,1
25,0,33944,0,2,11500,6.03,0.34,4,637,0,1
22,0,33886,1,2,8400,7.51,0.25,3,559,1,0
24,0,34248,6,2,6000,15.62,0.18,2,617,0,1
24,1,150943,2,0,1400,11.01,0.01,4,640,1,0
21,1,13049,0,0,1450,7.51,0.11,4,661,1,0
24,1,27137,0,0,1450,11.01,0.05,3,581,1,0
23,0,37363,0,0,1450,15.58,0.04,4,609,0,1
24,0,57398,0,0,1450,10.74,0.03,4,666,1,0
23,0,33889,3,2,9800,7.29,0.29,4,624,1,0
26,1,67663,6,0,1450,14.27,0.02,3,578,1,0
22,1,122176,0,0,1475,5.79,0.01,3,699,0,0
24,0,33599,0,0,1500,16.29,0.04,4,681,0,1
22,1,33874,0,0,1500,12.73,0.04,2,642,1,0
25,0,34338,2,0,1500,11.89,0.04,3,588,0,0
23,1,34520,3,0,1500,14.17,0.04,4,666,1,0
24,0,34292,6,1,10000,11.01,0.29,2,645,1,0
22,0,35346,4,0,1500,11.01,0.04,4,521,1,0
22,1,34079,0,1,9600,8.59,0.28,3,661,0,0
23,0,34197,1,2,1200,13.92,0.04,3,655,1,0
24,0,35018,0,0,1500,11.46,0.04,4,660,0,0
23,1,35214,3,0,1500,7.74,0.04,3,648,0,0
23,1,36851,0,0,1500,7.51,0.04,3,640,1,0
21,1,37129,0,0,1500,7.29,0.04,3,679,1,0
25,0,34489,0,1,14125,6.99,0.41,4,684,1,0
24,0,37180,1,0,1500,14.22,0.04,4,526,1,0
25,0,36983,3,0,1500,16.82,0.04,3,652,0,1
26,0,36582,2,0,1500,14.61,0.04,3,588,0,1
21,0,36919,0,0,1500,13.92,0.04,2,622,1,0
23,0,38350,0,0,1500,8.94,0.04,3,538,1,0
26,0,34516,2,2,6000,7.88,0.17,3,591,1,0
25,1,38570,2,0,1500,11.12,0.04,2,592,0,0
25,1,38946,3,0,1500,10.99,0.04,4,690,0,0
25,1,39531,2,0,1500,7.49,0.04,4,671,0,0
23,0,34703,0,1,4800,15.99,0.14,2,674,0,0
25,1,39573,2,0,1500,7.29,0.04,3,581,1,0
24,1,39493,3,0,1500,13.92,0.04,4,662,1,0
24,0,39682,2,0,1500,9.91,0.04,3,587,0,1
25,1,40747,2,0,1500,11.48,0.04,4,563,1,0
22,1,34484,0,1,5000,5.79,0.14,2,546,1,0
23,0,34684,0,1,4200,14.72,0.12,4,632,1,0
23,0,34814,0,1,9250,10.75,0.27,2,668,1,0
22,1,34639,0,2,3250,15.21,0.09,2,645,0,1
22,1,34724,0,2,5500,10.38,0.16,2,582,0,0
26,0,41697,2,0,1500,19.41,0.04,4,671,1,0
23,1,41998,0,0,1500,6.99,0.04,4,642,1,0
25,1,43079,1,0,1500,10.99,0.03,4,656,0,0
21,1,42773,0,0,1500,5.79,0.04,2,659,0,0
25,0,43124,2,0,1500,10,0.03,4,607,1,0
23,0,43048,0,0,1500,8.88,0.03,3,683,0,0
21,1,34812,0,2,10000,9.63,0.29,4,638,0,0
24,1,43068,3,0,1500,11.01,0.03,3,604,1,0
23,0,35802,3,0,1500,14.59,0.04,2,605,0,1
24,1,44321,0,0,1500,15.23,0.03,2,711,0,0
24,0,44069,0,0,1500,10,0.03,3,646,1,0
22,1,34363,0,1,12300,6.62,0.36,2,555,1,0
21,1,44041,0,0,1500,10.37,0.03,4,656,1,0
24,1,38214,3,0,1500,15.99,0.04,2,617,0,1
22,1,46625,0,0,1500,13.22,0.03,2,605,1,0
25,1,34378,2,2,9600,6.03,0.28,3,673,0,0
23,1,34746,2,2,9500,15.62,0.27,2,630,0,1
23,0,34478,0,2,2500,5.99,0.07,2,664,0,0
23,0,46777,0,0,1500,8.32,0.03,3,682,1,0
23,1,34597,0,1,7000,9.99,0.2,4,570,1,0
24,1,47835,1,0,1500,15.62,0.03,3,664,0,0
25,1,41906,1,0,1500,16.82,0.04,4,559,0,1
23,0,48980,3,0,1500,13.99,0.03,2,660,0,0
21,1,34715,0,2,1000,12.99,0.03,4,645,0,0
22,1,34500,0,2,10000,10.99,0.29,3,586,0,0
24,0,41886,2,0,1500,8.94,0.04,2,685,0,1
21,0,49302,1,0,1500,12.18,0.03,4,582,1,0
23,0,48964,0,0,1500,11.78,0.03,2,676,0,0
22,0,42887,3,0,1500,12.23,0.03,4,622,0,1
26,0,34758,1,2,4500,11.01,0.13,2,598,0,1
23,0,34728,1,2,8400,10.99,0.24,2,661,0,0
21,0,49970,0,0,1500,11.01,0.03,3,666,0,0
21,0,51309,0,0,1500,5.79,0.03,3,696,1,0
22,1,44339,0,0,1500,13.16,0.03,4,613,0,1
23,0,51728,0,0,1500,10.71,0.03,2,641,0,0
25,0,52486,6,0,1500,7.49,0.03,3,650,0,0
23,0,34527,1,2,4000,6.92,0.12,4,691,1,0
23,0,54361,0,0,1500,11.63,0.03,2,454,1,0
22,0,34796,2,2,8500,6.17,0.24,2,608,1,0
24,1,47453,2,0,1500,8.49,0.03,3,607,0,1
23,1,34286,0,2,5225,14.84,0.15,2,601,0,1
23,0,54839,2,0,1500,7.51,0.03,4,640,1,0
26,0,55290,1,0,1500,10.25,0.03,3,600,0,0
25,0,58509,2,0,1500,10.36,0.03,3,690,0,0
26,1,51385,4,0,1500,14.61,0.03,3,555,0,1
22,0,52099,1,0,1500,17.19,0.03,4,694,0,1
24,0,59430,0,0,1500,14.35,0.03,2,617,0,0
24,1,61224,2,0,1500,14.26,0.02,2,549,1,0
24,0,61552,3,0,1500,11.01,0.02,4,696,0,0
25,0,61540,3,0,1500,11.89,0.02,3,683,1,0
24,0,63022,4,0,1500,12.61,0.02,2,592,1,0
26,0,63424,4,0,1500,13.85,0.02,4,591,0,0
25,0,34513,2,1,12200,12.53,0.35,4,636,0,0
22,0,35051,3,2,10750,11.14,0.31,2,584,1,0
21,0,63326,0,0,1500,11.99,0.02,3,711,1,0
24,0,65740,0,0,1500,14.17,0.02,2,591,1,0
25,1,34520,2,2,5000,8,0.14,2,670,1,0
26,0,34343,4,1,4000,15.37,0.12,3,660,0,0
23,0,66198,1,0,1500,9.62,0.02,3,614,1,0
25,0,34492,2,2,4000,7.68,0.12,2,680,1,0
26,1,65987,5,0,1500,13.98,0.02,4,671,0,0
24,1,34450,4,3,9000,10.83,0.26,3,562,0,1
26,1,67403,4,0,1500,12.84,0.02,4,650,1,0
25,1,69479,3,0,1500,11.01,0.02,3,649,1,0
21,1,62124,0,0,1500,15.58,0.02,4,701,0,1
22,0,69537,0,0,1500,11.36,0.02,3,654,1,0
24,1,70147,0,0,1500,10.75,0.02,4,600,1,0
22,1,70625,0,0,1500,5.42,0.02,2,539,1,0
22,1,73002,1,0,1500,13.57,0.02,2,643,1,0
25,1,76600,1,0,1500,12.42,0.02,4,690,0,0
25,0,76367,2,0,1500,7.49,0.02,4,649,0,0
22,0,86400,0,0,1500,6.99,0.02,3,569,1,0
24,1,84860,0,0,1500,14.42,0.02,4,572,0,1
25,0,34665,4,1,1000,9.63,0.03,4,633,1,0
23,1,34817,3,2,7000,11.01,0.2,4,614,1,0
26,1,116279,3,0,1500,11.01,0.01,2,641,1,0
23,0,186938,2,0,1500,11.01,0.01,3,539,1,0
23,1,12519,3,0,1600,10.36,0.13,2,635,0,1
24,0,35392,1,2,6000,9.99,0.17,3,604,1,0
21,1,15315,0,0,1600,10.59,0.1,2,638,0,1
24,1,18313,1,0,1600,18.25,0.09,3,646,0,1
24,0,18973,0,0,1600,7.51,0.08,3,647,1,0
21,0,19418,0,0,1600,12.69,0.08,2,630,0,0
22,0,27045,0,0,1600,11.01,0.06,4,547,1,0
24,0,35291,3,1,3500,14.59,0.1,3,578,1,0
23,0,28174,1,0,1600,13.06,0.06,2,666,1,0
22,1,25216,0,0,1675,7.74,0.07,3,666,1,0
21,0,35105,0,1,4800,12.87,0.14,3,581,0,0
22,1,35035,0,2,8500,7.68,0.24,4,626,1,0
23,1,30504,0,0,1675,11.11,0.05,3,617,1,0
23,1,35775,0,0,1675,15.21,0.05,2,621,0,1
23,1,56461,3,0,1675,6.54,0.03,3,611,0,0
24,0,73096,2,0,1675,6.54,0.02,4,694,0,0
21,1,35185,0,2,2000,7.29,0.06,4,571,1,0
23,0,22421,0,0,1700,11.11,0.08,3,611,1,0
23,0,23177,0,0,1700,9.99,0.07,3,671,0,0
23,1,35124,0,2,10000,10.75,0.28,2,664,1,0
23,1,55130,0,0,1700,14.72,0.03,2,605,1,0
21,0,35500,1,2,3000,10.75,0.08,2,649,1,0
21,0,12231,0,0,1750,8.94,0.14,2,707,0,1
21,0,35455,0,2,8000,8.9,0.23,4,571,1,0
26,0,35202,5,1,6000,8.9,0.17,3,583,1,0
26,1,12775,3,0,1750,9.99,0.14,4,659,0,1
22,0,35687,0,1,8875,8.9,0.25,3,580,1,0
22,0,13445,2,0,1750,14.72,0.13,3,560,0,1
23,0,13011,4,0,1750,15.05,0.13,3,542,0,1
26,0,35554,7,2,5150,6.62,0.14,2,667,0,0
25,0,13107,2,0,1750,7.49,0.13,3,624,0,1
23,0,21741,1,0,1750,10.95,0.08,3,632,1,0
26,0,27399,4,0,1750,11.01,0.06,3,664,0,0
23,0,28170,0,0,1750,15.7,0.06,2,544,0,1
26,1,116612,4,0,1750,6.54,0.02,2,621,0,0
23,0,28539,1,0,1775,6.99,0.06,4,628,1,0
21,1,48860,0,0,1775,6.54,0.04,3,629,1,0
23,0,55297,0,0,1775,12.72,0.03,2,625,1,0
24,0,35407,3,2,1400,8.9,0.04,3,588,0,1
24,1,18162,0,0,1800,6.92,0.1,3,659,0,0
23,0,35599,0,2,5000,11.99,0.14,3,679,1,0
24,0,35640,0,2,6075,8.49,0.17,2,573,1,0
24,0,35601,2,2,3500,9.99,0.1,4,670,1,0
21,1,22281,0,0,1800,6.62,0.08,3,643,1,0
23,0,35076,0,2,10625,11.01,0.3,2,681,1,0
26,0,22590,6,0,1800,13.8,0.08,3,662,1,0
22,1,22819,0,0,1800,12.18,0.08,3,678,0,1
24,1,35482,0,1,7500,8.49,0.21,2,664,0,0
22,1,36012,0,2,11500,11.01,0.32,3,550,1,0
22,1,35574,1,2,10000,7.49,0.28,2,679,0,0
24,0,26110,0,0,1800,10.65,0.07,2,674,0,0
21,1,35588,0,2,5000,7.49,0.14,3,659,0,0
22,1,35244,2,1,10000,16.49,0.28,4,594,0,0
26,1,27860,3,0,1800,8.49,0.06,2,513,0,0
23,1,35401,0,2,6000,7.49,0.17,2,601,1,0
24,1,29748,2,0,1800,11.26,0.06,2,535,1,0
23,1,31126,0,0,1800,12.69,0.06,3,571,0,1
25,0,35428,1,2,1000,5.42,0.03,3,625,0,0
22,1,35758,2,1,2000,11.01,0.06,2,689,0,0
25,1,34621,3,0,1800,12.53,0.05,3,670,1,0
22,0,55199,0,0,1800,16.49,0.03,4,601,1,0
25,0,54982,1,0,1800,12.61,0.03,4,648,1,0
23,0,35492,0,1,3000,11.11,0.08,4,654,1,0
23,0,35409,1,2,8400,9.63,0.24,3,665,1,0
26,0,55094,2,0,1800,14.11,0.03,2,660,0,0
24,1,35363,3,1,6000,10.74,0.17,2,586,1,0
22,1,55548,3,0,1800,15.21,0.03,3,678,1,0
23,1,58900,2,0,1800,11.49,0.03,4,622,1,0
21,0,58638,0,0,1800,13.35,0.03,2,701,1,0
23,0,61669,1,0,1800,16.02,0.03,2,653,1,0
21,1,35798,0,2,5500,13.23,0.15,2,651,1,0
22,0,69328,0,0,1800,14.27,0.03,3,526,1,0
22,0,70772,0,0,1800,12.18,0.03,2,613,0,0
22,0,86223,0,0,1800,11.12,0.02,4,657,0,0
22,0,88620,0,0,1800,11.41,0.02,3,657,0,0
26,1,90664,8,0,1800,9.25,0.02,2,644,1,0
24,0,90969,1,0,1800,8.94,0.02,4,680,0,0
24,0,35501,2,2,5500,11.01,0.15,3,554,0,0
21,0,18240,1,0,1825,15.62,0.1,2,643,0,1
22,0,35492,1,2,14500,9.88,0.41,2,665,1,0
25,0,24336,0,0,1825,12.68,0.07,2,594,1,0
25,1,35355,2,2,6250,10.25,0.18,2,581,1,0
24,0,43066,1,0,1850,7.12,0.04,2,684,0,0
21,0,16555,0,0,1875,6.99,0.11,3,630,1,0
24,1,18561,4,0,1875,13.49,0.1,2,645,0,0
26,0,24143,6,0,1900,11.01,0.08,3,588,0,0
22,0,32465,0,0,1900,7.29,0.06,3,571,0,1
24,0,39480,0,0,1900,13.49,0.05,2,649,1,0
23,0,37086,0,0,1925,12.18,0.05,2,592,1,0
25,0,51671,5,0,1925,6.17,0.04,4,642,0,0
23,0,21169,2,0,1950,10.37,0.09,2,665,1,0
22,1,35603,2,2,2000,8.59,0.06,3,622,0,0
24,0,39016,1,0,1950,13.11,0.05,4,576,1,0
24,0,35899,1,2,5500,12.98,0.15,2,575,1,0
24,1,35706,2,2,10000,11.01,0.28,2,661,1,0
24,1,13148,1,0,2000,10.25,0.15,2,623,0,1
23,0,35936,1,2,10000,8,0.28,2,621,1,0
23,0,15412,0,0,2000,7.74,0.13,4,528,0,1
25,0,15403,2,0,2000,11.89,0.13,4,608,0,1
21,1,17716,0,0,2000,11.01,0.11,4,539,1,0
23,0,35964,0,2,11500,7.9,0.32,4,669,1,0
24,1,18389,0,0,2000,10.65,0.11,4,668,1,0
26,0,18104,2,0,2000,17.49,0.11,4,651,0,1
21,1,35903,0,2,4200,11.99,0.12,3,554,1,0
26,1,18488,1,0,2000,10.37,0.11,2,640,1,0
21,0,17998,0,0,2000,5.79,0.11,2,635,0,0
26,0,18095,3,0,2000,6.92,0.11,4,646,1,0
26,0,35756,4,2,7200,8.49,0.2,4,669,1,0
26,0,18084,4,0,2000,15.58,0.11,4,639,0,1
25,1,19130,1,0,2000,7.88,0.1,4,597,1,0
21,0,19821,0,0,2000,7.9,0.1,2,602,1,0
24,0,20118,2,0,2000,15.05,0.1,4,603,0,1
25,0,20020,3,0,2000,13.48,0.1,4,687,1,0
24,1,22360,0,0,2000,10.37,0.09,2,658,0,0
25,1,23029,0,0,2000,7.51,0.09,4,685,0,1
23,0,22694,2,0,2000,14.79,0.09,3,651,1,0
21,0,22735,0,0,2000,5.42,0.09,3,462,1,0
26,0,22770,1,0,2000,13.3,0.09,2,484,0,1
22,0,23899,2,0,2000,14.22,0.08,2,641,1,0
24,0,35833,4,2,20000,10.62,0.56,3,717,0,0
24,1,23833,2,0,2000,13.49,0.08,4,622,1,0
23,1,24407,0,0,2000,10.59,0.08,4,535,1,0
26,0,24134,5,0,2000,6.17,0.08,4,685,0,0
22,0,24484,2,0,2000,7.49,0.08,2,696,0,0
21,0,24999,0,0,2000,11.01,0.08,3,527,1,0
26,0,24765,3,0,2000,8.59,0.08,3,662,0,1
23,0,35699,0,2,6000,11.99,0.17,2,632,0,0
22,0,35693,1,2,5000,9.25,0.14,4,576,0,0
22,1,35698,0,2,2500,6.91,0.07,3,663,1,0
22,1,26635,2,0,2000,14.22,0.08,3,690,1,0
23,0,35716,3,1,2000,13.16,0.06,3,548,1,0
21,1,26814,1,0,2000,11.71,0.07,2,566,0,1
22,0,26812,0,0,2000,16.89,0.07,2,647,0,1
23,0,27644,0,0,2000,13.99,0.07,2,727,0,0
22,1,27520,1,0,2000,7.29,0.07,3,604,0,0
23,0,27380,0,0,2000,10.39,0.07,3,654,1,0
21,1,28847,1,0,2000,13.11,0.07,2,605,0,0
22,0,29269,0,0,2000,11.89,0.07,4,651,0,1
24,0,29465,2,0,2000,11.01,0.07,3,666,0,0
24,0,29568,4,0,2000,12.69,0.07,2,650,0,1
25,1,29829,4,0,2000,16.59,0.07,2,612,1,0
21,1,29787,0,0,2000,18.39,0.07,3,638,0,1
23,0,36108,1,1,6400,8.94,0.18,4,625,1,0
23,1,29998,1,0,2000,12.61,0.07,3,676,1,0
22,1,35757,0,2,8875,15.68,0.25,3,711,0,1
25,0,29937,0,0,2000,10.38,0.07,4,643,1,0
23,1,29741,0,0,2000,14.35,0.07,2,588,0,0
22,1,30128,1,0,2000,13.11,0.07,4,645,1,0
22,1,36075,0,1,1800,5.42,0.05,4,650,1,0
24,0,35906,4,2,2500,6.76,0.07,2,549,1,0
24,0,35688,0,2,11000,11.71,0.31,4,603,0,1
21,1,29967,0,0,2000,11.14,0.07,4,599,1,0
25,1,36093,3,2,10000,7.74,0.28,3,663,1,0
24,1,29613,0,0,2000,14.61,0.07,2,629,0,1
24,0,29937,0,0,2000,16,0.07,2,601,0,1
22,1,30377,1,0,2000,11.36,0.07,4,666,1,0
22,1,30708,2,0,2000,13.23,0.07,4,617,1,0
24,1,30945,2,0,2000,6.62,0.06,4,659,1,0
25,0,31480,1,0,2000,9.91,0.06,4,584,0,0
24,0,31356,3,0,2000,14.96,0.06,4,568,0,1
21,1,31289,0,0,2000,13.47,0.06,2,637,1,0
22,1,36851,0,1,6000,7.49,0.16,4,590,0,0
25,1,32305,4,0,2000,12.99,0.06,4,698,0,0
21,1,36478,0,2,5000,13.57,0.14,4,624,0,1
23,0,36430,0,3,3000,9.32,0.08,3,578,0,0
23,0,33197,0,0,2000,13.61,0.06,4,629,1,0
23,0,33568,3,0,2000,13.99,0.06,3,637,0,1
22,0,35845,1,0,2000,8.49,0.06,2,688,1,0
26,0,37226,5,0,2000,11.71,0.05,2,716,0,1
25,1,36943,0,0,2000,12.42,0.05,2,591,0,0
21,1,37118,0,0,2000,13.43,0.05,4,540,1,0
23,0,36728,1,2,4750,14.46,0.13,4,715,0,1
24,1,36591,2,0,2000,7.66,0.05,3,684,1,0
24,1,37266,2,0,2000,20,0.05,3,675,0,1
22,0,36965,0,2,5400,12.84,0.15,4,476,1,0
23,1,99134,2,0,15000,18.25,0.15,2,595,0,1
22,0,86113,0,0,15000,16.77,0.17,2,673,0,1
25,0,115100,0,0,15000,12.42,0.13,2,531,1,0
23,0,114950,0,0,15000,9.88,0.13,4,511,1,0
23,0,115157,1,0,15000,15.05,0.13,2,596,0,0
25,0,37063,5,2,5000,6.03,0.13,3,663,1,0
25,1,37166,3,2,6500,14.27,0.17,3,678,0,0
22,1,37081,0,1,8000,13.49,0.22,2,646,1,0
23,1,101365,0,0,15000,8.49,0.15,2,636,0,1
25,0,116634,3,0,15000,8.88,0.13,2,515,1,0
26,1,101920,3,0,15000,16,0.15,3,629,0,1
25,0,115979,0,0,15000,11.58,0.13,4,618,1,0
25,1,117817,5,0,15000,7.49,0.13,4,645,0,0
23,1,119951,0,0,15000,6.99,0.13,4,631,1,0
26,0,121332,4,0,15000,13.49,0.12,4,645,0,0
21,0,36716,0,2,7125,7.51,0.19,4,576,0,1
24,1,121094,0,0,15000,7.49,0.12,2,673,1,0
26,0,120836,1,0,15000,6.99,0.12,2,664,0,0
24,1,106848,1,0,15000,9.99,0.14,4,642,0,1
25,0,37727,6,2,3600,12.42,0.1,4,662,1,0
26,0,120865,3,0,15000,14.26,0.12,2,696,1,0
24,1,121048,0,0,15000,11.89,0.12,2,652,1,0
24,0,122002,2,0,15000,14.42,0.12,2,648,1,0
24,0,123439,1,0,15000,14.22,0.12,4,648,1,0
23,0,37072,1,1,5000,6.62,0.13,2,697,1,0
24,0,127096,1,0,15000,10.95,0.12,3,607,1,0
23,1,127785,2,0,15000,15.95,0.12,3,667,0,0
21,0,36893,0,2,2400,11.71,0.07,3,622,1,0
25,1,131708,3,0,15000,9.63,0.11,3,649,1,0
24,0,131856,1,0,15000,10.65,0.11,3,687,0,0
23,1,132742,0,0,15000,12.18,0.11,2,521,1,0
24,0,118432,0,0,15000,14.93,0.13,2,543,0,1
22,1,133905,0,0,15000,10.62,0.11,3,655,1,0
24,0,142854,2,0,15000,12.68,0.11,4,678,0,0
25,1,144893,0,0,15000,7.51,0.1,2,647,0,0
24,0,144908,2,0,15000,11.01,0.1,3,630,1,0
23,0,146591,1,0,15000,11.01,0.1,2,670,1,0
24,0,147726,0,0,15000,11.58,0.1,3,581,1,0
25,1,151087,4,0,15000,11.01,0.1,3,659,1,0
23,1,36960,5,2,4600,7.9,0.12,3,675,0,0
25,0,37382,4,2,8000,10.65,0.21,4,636,1,0
23,1,150956,2,0,15000,12.99,0.1,4,674,1,0
26,0,142602,4,0,15000,17.58,0.11,4,658,0,1
24,0,148324,3,0,15000,15.37,0.1,4,532,0,1
22,1,168930,0,0,15000,14.17,0.09,3,702,1,0
22,1,36996,1,2,10000,13.49,0.27,2,672,0,1
23,0,37112,0,2,3800,18.64,0.1,2,642,0,1
21,0,36844,0,2,15000,7.51,0.41,4,670,1,0
26,0,187960,1,0,15000,12.42,0.08,4,590,1,0
24,0,178447,1,0,15000,16.82,0.08,3,601,0,1
24,0,241182,3,0,15000,10.59,0.06,4,689,0,0
26,0,252699,7,0,15000,12.99,0.06,4,625,1,0
26,1,36849,3,2,6500,6.62,0.18,3,633,0,0
25,0,198923,3,0,14950,6.62,0.08,3,602,1,0
22,1,41769,0,0,14900,15.37,0.36,2,665,0,1
24,0,67159,3,0,14900,11.83,0.22,3,598,1,0
22,0,71458,0,0,14900,13.57,0.21,3,682,1,0
21,1,36974,0,2,7600,6.03,0.21,4,505,1,0
25,0,39111,3,0,14850,8.9,0.38,4,527,0,1
25,1,35409,2,0,14800,7.49,0.42,3,448,0,1
23,1,36959,5,2,1000,6.62,0.03,3,702,0,1
23,1,36740,0,2,4375,6.62,0.12,2,674,1,0
23,0,37033,0,2,1400,6.03,0.04,4,593,0,0
25,1,37019,0,0,2000,10.38,0.05,2,628,1,0
26,1,36578,0,0,2000,11.49,0.05,3,612,0,0
25,1,37222,5,0,2000,14.22,0.05,4,675,1,0
24,0,36999,2,0,2000,8.07,0.05,4,645,0,0
24,0,38154,2,0,2000,16.29,0.05,2,577,0,1
24,0,38328,4,0,2000,14.65,0.05,2,626,1,0
24,1,37111,4,2,17000,11.99,0.46,3,641,0,1
24,1,39365,0,0,2000,10.59,0.05,3,618,0,1
23,1,39812,3,0,2000,16.49,0.05,3,593,1,0
26,0,39469,4,0,2000,11.49,0.05,3,565,1,0
22,1,39629,2,0,2000,12.53,0.05,2,655,0,1
24,0,40302,2,0,2000,10,0.05,2,597,0,1
23,0,37067,1,2,13000,11.01,0.35,2,713,0,0
23,0,40476,4,0,2000,6.03,0.05,4,691,1,0
21,0,40534,0,0,2000,12.61,0.05,3,657,0,1
22,0,40533,0,0,2000,11.01,0.05,3,661,0,0
24,1,48729,2,0,2000,11.99,0.04,4,657,1,0
24,1,48807,3,0,2000,11.01,0.04,4,652,0,0
21,0,48896,0,0,2000,14.72,0.04,3,647,0,0
22,0,61499,2,0,2000,11.01,0.03,4,659,1,0
25,0,61627,3,0,2000,9.88,0.03,3,650,0,0
24,0,64798,0,0,2000,10.36,0.03,2,654,0,0
24,1,64542,3,0,2000,13.79,0.03,2,604,0,0
23,0,66889,0,0,2000,7.49,0.03,3,587,1,0
25,0,37334,7,1,7000,11.01,0.19,3,635,0,0
24,1,69169,0,0,2000,9.32,0.03,3,552,1,0
25,0,69113,0,0,2000,11.36,0.03,2,692,0,0
26,1,69891,7,0,2000,13.35,0.03,2,585,1,0
25,1,70956,4,0,2000,6.91,0.03,4,581,1,0
23,1,72751,2,0,2000,13.06,0.03,3,663,1,0
22,1,72916,0,0,2000,9.63,0.03,2,619,1,0
22,0,65784,2,0,2000,18.3,0.03,4,641,0,1
21,1,37140,0,1,9000,5.99,0.24,4,551,1,0
26,0,74093,5,0,2000,7.9,0.03,3,546,1,0
24,1,75234,1,0,2000,13.49,0.03,3,588,1,0
22,1,75568,2,0,2000,15.27,0.03,2,634,0,0
26,1,75669,6,0,2000,12.53,0.03,2,596,1,0
25,0,37197,4,2,10625,16.49,0.29,4,655,1,0
24,1,70716,2,0,2000,15.37,0.03,4,536,0,1
22,1,79002,0,0,2000,14.27,0.03,4,620,0,0
26,1,79374,1,0,2000,7.51,0.03,2,632,1,0
26,0,81479,1,0,2000,11.01,0.02,4,648,1,0
23,1,84952,1,0,2000,7.66,0.02,2,564,0,0
23,0,36861,0,2,1200,9.67,0.03,2,606,0,0
22,0,36887,0,2,6000,11.99,0.16,3,626,1,0
26,0,85283,6,0,2000,12.84,0.02,2,659,1,0
22,1,36955,0,2,3000,11.49,0.08,2,589,1,0
24,1,84895,6,0,2000,8.7,0.02,3,609,1,0
22,0,84864,0,0,2000,11.01,0.02,3,571,0,0
24,1,91158,0,0,2000,9.99,0.02,2,651,1,0
22,0,90889,0,0,2000,13.43,0.02,3,664,0,0
23,1,37107,0,1,7000,7.49,0.19,3,599,0,0
23,1,91086,0,0,2000,5.79,0.02,3,694,0,0
24,0,92642,2,0,2000,11.01,0.02,3,721,0,0
21,1,36861,1,2,3000,5.99,0.08,4,645,1,0
26,0,37000,5,2,2000,11.99,0.05,2,639,0,1
22,1,37208,1,2,3000,14.79,0.08,3,700,0,0
22,1,36796,0,2,13250,10.99,0.36,3,621,1,0
23,1,96803,0,0,2000,9.99,0.02,4,607,1,0
25,1,97083,4,0,2000,11.49,0.02,3,617,1,0
23,1,97036,0,0,2000,11.01,0.02,3,561,0,0
25,0,107421,1,0,2000,13.49,0.02,3,676,1,0
23,0,109345,2,0,2000,7.88,0.02,3,666,0,0
21,1,120618,0,0,2000,13.57,0.02,3,620,1,0
23,0,121034,2,0,2000,10.62,0.02,2,654,1,0
25,0,122936,1,0,2000,7.29,0.02,4,542,1,0
26,1,130590,3,0,2000,16.29,0.02,4,628,1,0
23,1,37209,0,2,3800,5.79,0.1,3,644,1,0
22,0,37050,0,1,5125,10,0.14,3,596,0,0
25,1,156789,0,0,2000,6.99,0.01,4,601,1,0
22,1,30872,1,0,2050,10.59,0.07,2,613,1,0
23,1,37124,0,2,2400,11.01,0.06,4,710,1,0
23,0,13256,0,0,2100,12.21,0.16,3,601,0,1
23,1,15411,1,0,2100,8.94,0.14,2,597,0,1
22,0,18328,2,0,2100,14.83,0.11,3,591,0,1
24,0,19194,2,0,2100,13.11,0.11,4,696,1,0
22,0,26762,0,0,2100,9.99,0.08,4,602,1,0
22,0,37063,0,1,12000,7.66,0.32,2,555,1,0
25,1,28623,2,0,2100,13.48,0.07,4,585,1,0
22,1,29576,0,0,2100,12.21,0.07,2,611,1,0
22,1,37105,0,2,2000,5.42,0.05,2,579,1,0
23,0,41220,0,0,2100,11.01,0.05,3,624,1,0
